transportationId,outletId,transportType,title,duration,cost,tip,status,displayOrder
valmontone-outlet-train-shuttle,valmontone-outlet,train,Train to Valmontone + outlet shuttle,Train to Valmontone station + official shuttle,Check Trenitalia fare plus €1.50 shuttle unless included in a combined ticket,Official Valmontone Outlet information references a Trenitalia partnership and combined train plus shuttle ticket for travel to Valmontone station and onward outlet shuttle.,active,3
cilento-outlet-village-car,cilento-outlet-village,car,Car via Battipaglia exit / SS18,20 minutes by car from the Amalfi Coast area,"Fuel, tolls and provider costs vary","Official Cilento Outlet directions list the Salerno-Reggio Calabria motorway, Battipaglia exit, and SS18 Salerno-Paestum km 79+250 at San Nicola Varco, Eboli.",active,1
cilento-outlet-village-parking,cilento-outlet-village,car,Outlet parking,On site,Check centre parking information,"Official Cilento Outlet centre information says the outlet has over 4,500 parking spaces and comfortable areas reserved for tourist buses.",active,2
cilento-outlet-village-train,cilento-outlet-village,train,Train to Battipaglia station,Battipaglia station is 10 km from the Village,Check official rail fare; onward transport extra,"Official Cilento Outlet directions list Battipaglia station as 10 km from the Village; arrange onward official taxi, local transport or pickup before travelling.",active,3
cilento-outlet-village-airport,cilento-outlet-village,airport,Naples Capodichino Airport,Naples Capodichino Airport is 90 km from the Village,"Confirm airport ground transport, rental-car, taxi or transfer fare",Official Cilento Outlet directions list Naples Capodichino Airport as 90 km from the Village; no dedicated airport shuttle was verified.,active,4
santangelo-outlet-village-car,santangelo-outlet-village,car,Car via Pescara Nord exit,Check live traffic,"Fuel, tolls and provider costs vary","Official Santangelo Outlet Village directions list motorway access via A24, A25 and A14 with the Pescara Nord exit.",active,1
santangelo-outlet-village-train,santangelo-outlet-village,train,Train to Pescara Centrale,15 minutes from Pescara Centrale station,Check official Trenitalia fare; onward transport extra,"Official Santangelo Outlet Village directions list Pescara Centrale station and link to Trenitalia, with the outlet 15 minutes from the station.",active,2
santangelo-outlet-village-bus,santangelo-outlet-village,bus,Pescara - Città Sant'Angelo line,Check official TUA Abruzzo timetable,Check official bus fare,"Official Santangelo Outlet Village directions link to TUA Abruzzo timetables for the Pescara - Città Sant'Angelo line; verify the current route, stop and fare before travel.",active,3
santangelo-outlet-village-airport-pescara,santangelo-outlet-village,airport,Pescara or Ancona airport access,15 minutes from Pescara Airport; 60 minutes from Ancona Airport,"Confirm airport ground transport, rental-car, taxi or transfer fare","Official Santangelo Outlet Village directions list Pescara Airport 15 minutes away and Ancona Airport 60 minutes away, with links to the official airport sites.",active,4
vicolungo-car-parking,vicolungo-the-style-outlets,car,By Car / Parking,Use A4/A26 Biandrate-Vicolungo area,Check official parking information,The official outlet page lists car access to Piazza S. Caterina / Via Papa Giovanni XXIII. Follow official directions and check current parking information before travel.,active,1
vicolungo-cavourese-shuttle,vicolungo-the-style-outlets,shuttle,Cavourese shuttle from Milan / Novara,Check official Cavourese timetable,Check official Cavourese fare,Official operator Cavourese publishes Vicolungo Outlet Bus service from Milan and Novara on selected days. Book ahead and check the official timetable/fare before travel.,active,2
vicolungo-airport-malpensa,vicolungo-the-style-outlets,airport,Milan Malpensa Airport,About 33 km by road,Check onward transport fare,"Milan Malpensa is the nearest major airport listed for this outlet; continue by car, taxi/confirmed transfer, or official rail/bus via Novara/Milan. No dedicated airport shuttle was verified.",active,3
castel-guelfo-car-parking,castel-guelfo-the-style-outlets,car,By Car / Parking,A14 exit Castel San Pietro Terme,Check official parking information,"The official outlet pages list Via del Commercio 4/2 and A14 Bologna-Ancona, exit Castel San Pietro Terme. Follow official directions and check current parking information before travel.",active,1
castel-guelfo-train-shuttle,castel-guelfo-the-style-outlets,train,Train to Castel San Pietro Terme + shuttle,Check Trenitalia and shuttle timetable,Check official train fare; shuttle terms may vary,"Use Trenitalia to Castel San Pietro Terme, then only use a current official outlet/operator shuttle if published for your travel date. Check official timetable/fare before travel.",active,2
castel-guelfo-bus-205,castel-guelfo-the-style-outlets,bus,TPER regional bus,Check official TPER timetable,Check official TPER fare,"Use official TPER journey planning for buses serving the Castel Guelfo outlet area; verify the route, stop, timetable, and fare before travel.",active,3
castel-guelfo-airport-bologna,castel-guelfo-the-style-outlets,airport,Bologna Airport,About 35 km by road,Check onward transport fare,"From Bologna Airport, continue by car, taxi/confirmed transfer, or official public transport via Bologna and Castel San Pietro Terme. No dedicated airport shuttle was verified.",active,4
puglia-village-car-parking,puglia-village,car,Car to Molfetta / on-site parking,SS16 from Bari Airport: 21 min without traffic,"Parking available; fuel, tolls and provider costs vary","The official Puglia Village directions list Via dei Portuali 12 in Molfetta, Bari Airport via SS16, and parking areas A-B-C-D-E-F; follow official directions and on-site signage.",active,1
puglia-village-train-bus,puglia-village,train,Train to Molfetta + local bus,16-30 min train from Bari Centrale + 33 min bus without traffic,Check official Trenitalia and MTM Molfetta fares,"Official directions list Trenitalia from Bari Centrale to Molfetta station, then MTM Molfetta Line 4 or Line 6 from Molfetta station to Puglia Village; verify current timetables before travel.",active,2
puglia-village-shuttle-bari,puglia-village,shuttle,Shuttle bus from Bari,Check official shuttle timetable,Check official booking terms,"Puglia Village officially lists shuttle bus stops at Bari Central Station, Corso Vittorio Emanuele II and the Port of Bari; use the official timetable link before travelling.",active,3
puglia-village-taxi,puglia-village,taxi,Taxi booking via Info Point,Timing varies by pickup point,Confirm fare with provider,The official Puglia Village page says the Info Point can help with directions or taxi booking; contact the centre before travel for current availability.,active,4
puglia-village-airport-bari,puglia-village,airport,Bari Airport by road,21 min without traffic via SS16 from Bari Airport,"Confirm airport taxi, rental-car or transfer fare",Official directions list Bari Airport 27 km away and SS16 road access to Puglia Village; use official airport ground transport or rental car channels.,active,5
sicilia-outlet-village-car-parking,sicilia-outlet-village,car,Car via A19 Dittaino-Outlet exit,30 min from Catania or Enna; 70 min from Palermo or Taormina,Large free parking available; fuel and tolls vary,The official find-us page places the Village on the A19 Palermo-Catania highway at the Dittaino-Outlet exit and lists large free visitor parking.,active,1
sicilia-outlet-village-bus,sicilia-outlet-village,bus,Public bus with Interbus or Sais Autolinee,Check official operator timetable,Check official Interbus or Sais fare,Sicilia Outlet Village officially points visitors to Interbus and Sais Autolinee for public-bus schedules and bookings; verify the current route and stop before travel.,active,2
sicilia-outlet-village-shuttle,sicilia-outlet-village,shuttle,Outlet shuttle from Sicily destinations,Weekly departures; timetable varies by route,Check official route booking page,"The official page lists shuttle routes from Palermo, Messina, the Taormina Coast and Cefalù with dedicated booking/timetable pages; book only after checking the official route page.",active,3
sicilia-outlet-village-taxi-transfer,sicilia-outlet-village,taxi,Taxi or private transfer,Timing varies by pickup point,Confirm fare with provider,"Sicilia Outlet Village officially says taxi or NCC private transfer can be booked from any location in Sicily, with Info Point assistance by email.",active,4
sicilia-outlet-village-airport,sicilia-outlet-village,airport,Catania or Palermo airport via Sais Autolinee,About 30 min from Catania Airport; about 70 min from Palermo Airport,Check official Sais Autolinee fare,The official find-us page states Catania and Palermo airports are connected to the Village by Sais Autolinee bus service; confirm airport stop and timetable before travel.,active,5
scalo-milano-car-parking,scalo-milano-outlet-more,car,Car or motorcycle from Milan,15 min from central Milan,Free covered and uncovered parking; fuel and provider costs vary,"Official Scalo Milano directions list Via Milano 5, Locate Triulzi, route via SS 412 Val Tidone, and large free covered and uncovered parking on arrival.",active,1
scalo-milano-shuttle,scalo-milano-outlet-more,shuttle,Shuttle bus from Milan,"Departures from Milan at 10:00, 14:45 and 17:30; returns at 13:30, 16:00 and 19:00",Free booking with current official promo code; verify terms,"Official Scalo Milano shuttle information lists stops at Piazza della Repubblica, Via Lorenzini/Fondazione Prada and Via Ripamonti/IEO; reserve on the official linked booking channel and verify current promo-code validity.",active,2
scalo-milano-train,scalo-milano-outlet-more,train,S13 train to Locate Triulzi,Station is a few steps from Gate 1,Check official rail fare,"The official directions page says Scalo Milano is served by Locate Triulzi station near Gate 1 on the Passante Ferroviario S13, with metro interchanges at Porta Venezia, Porta Garibaldi, Repubblica and Rogoredo.",active,3
scalo-milano-bus,scalo-milano-outlet-more,bus,ATM and regional buses,Check official operator timetable,Check official fare,Official Scalo Milano directions list ATM 220 Locate di Triulzi-Rozzano plus lines 94 Pavia-Milano Romolo and 155 San Zenone Po-Milano Famagosta; verify current stops and timetables before travel.,active,4
scalo-milano-airports,scalo-milano-outlet-more,airport,Malpensa or Linate airport by road,Timing varies by airport traffic,"Confirm airport taxi, rental-car or transfer fare",Official directions provide road routes from Malpensa and Linate airports via Milan's western ring road/A1 toward SS 412 Val Tidone and Locate Triulzi; no dedicated airport shuttle was verified.,active,5
torino-outlet-village-car,torino-outlet-village,car,Car via Turin-Milan highway,10 min from Turin city center; 50 min from West Milan,"Fuel, tolls and provider costs vary","Official directions place Torino Outlet Village near the Turin-Milan highway, with recommended exits Settimo Torinese (A5-A4) or Falchera-Abbadia di Stura (A55), at Via Torino 160-162.",active,1
torino-outlet-village-public-transport,torino-outlet-village,bus,Tram 4 + GTT bus SE1/SE2,Bus segment: 4 stops from Stura to Nervi,Check official GTT fare,"Official directions say to take Tram 4 toward Falchera to Stura Station, then GTT bus SE1 or SE2 from the terminus by the Stura multi-storey car park to Nervi.",active,2
torino-outlet-village-train-bus,torino-outlet-village,train,SFM train to Torino Stura + GTT bus,9 min train journey from listed Turin stations + 4 bus stops,Check official Trenitalia/Italo/SFM and GTT fares,"Official directions list SFM lines 1, 2, 4, 6 or 7 from Torino Lingotto, Porta Susa or Rebaudengo to Torino Stura, then GTT SE1 or SE2 to Nervi.",active,3
torino-outlet-village-airport-taxi,torino-outlet-village,airport,Turin Airport by taxi,About 15 min from Turin Airport,Confirm taxi fare with provider,The official find-us page states Turin Airport is linked to Torino Outlet Village by taxi service in about 15 minutes.,active,4
torino-outlet-village-private-transfer,torino-outlet-village,taxi,Private transfer on request,Timing varies by pickup point,Confirm with the outlet,Torino Outlet Village officially offers private transfer on request; contact the outlet email or phone number listed on the official find-us page for booking information.,active,5
mondovicino-outlet-village-car,mondovicino-outlet-village,car,Car via A6 Mondovì exit,A6 Torino-Savona exit Mondovì; timing varies by origin,"Fuel, tolls and provider costs vary","Official Mondovicino directions list A6 Torino-Savona exit Mondovì from Turin or Savona, SS28 from Cuneo, SP12 from the Langhe, and A10 then A6 from the Côte d'Azur.",active,1
mondovicino-outlet-village-train-bus,mondovicino-outlet-village,train,Train to Mondovì + urban circular bus,Check official urban circular timetable,Check official train and bus fares,Official Mondovicino directions say the outlet is connected to Mondovì railway station by the urban circular transport system and link to the current weekday/holiday timetable.,active,2
mondovicino-outlet-village-airports,mondovicino-outlet-village,airport,"Cuneo, Turin, Genoa, Malpensa or Nice airports by car",30 min from Cuneo; 1 hr from Turin; 1 hr 30 min from Genoa; 2 hr 30 min from Milan Malpensa or Nice,"Confirm airport taxi, rental-car or transfer fare","The official directions page lists car access from Cuneo, Turin, Genoa, Milan Malpensa and Nice airports; no dedicated airport shuttle was verified.",active,3
brugnato-5terre-outlet-village-car,brugnato-5terre-outlet-village,car,Car via A12 Brugnato exit,Timing varies by origin,"Fuel, tolls and provider costs vary","Official directions list the Brugnato motorway exit on the A12 Genova-Livorno, with approaches from Milan via A1-A15/E33, Parma via A15/E33, and Genova or La Spezia via A12/E80.",active,1
brugnato-5terre-outlet-village-airport,brugnato-5terre-outlet-village,airport,Pisa or Genoa airports,Check official airport ground transport and road conditions,"Confirm airport rail, taxi, rental-car or transfer fare","The official access page lists Pisa and Genoa as the nearest airports; no dedicated airport shuttle details were verified, so continue by official ground transport, taxi, rental car or confirmed transfer.",active,2
brugnato-5terre-outlet-village-train-taxi,brugnato-5terre-outlet-village,train,Train to La Spezia or Levanto + taxi,Rail timing varies by origin; onward taxi required,Check official rail fare and taxi fare,"Official directions list La Spezia and Levanto as the nearest railway stations, with taxi service onward to the Outlet Village; verify current train times and taxi availability before travel.",active,3
brugnato-5terre-outlet-village-shuttle,brugnato-5terre-outlet-village,shuttle,Outlet shuttle from Liguria and Tuscany departure points,Check current shuttle dates with the outlet,Confirm when booking,The official page says the shuttle service is available from main departure locations in Liguria and Tuscany; check upcoming dates and reserve through the official phone/WhatsApp channel before travel.,active,4
via-jurmala-car,via-jurmala-outlet-village,car,Car from Riga or Jūrmala,≈10 min from Riga Airport; timing from Riga/Jūrmala varies,Fuel and provider costs vary,Official Via Jurmala directions route drivers from Riga via Kārļa Ulmaņa gatve toward Piņķi/Saliena and from Jūrmala via the Piņķi exit; follow current road signs and traffic conditions.,active,1
via-jurmala-parking,via-jurmala-outlet-village,car,Outlet Village parking lot,On site,Check official parking information,The official directions point drivers to the Via Jurmala Outlet Village parking lot behind Exupery International School; follow on-site signs and check current rules on arrival.,active,2
via-jurmala-bus-4-32,via-jurmala-outlet-village,bus,Riga buses 4 and 32 to Piņķi / Via Jurmala,Check official Riga public transport timetable,Check official operator fare,The official outlet page lists Bus Route No. 4 Abrenes iela - Piņķi / Via Jurmala Outlet Village and Bus Route No. 32 Abrenes iela - Piņķi / Via Jurmala Outlet Village; verify current departures before travel.,active,3
via-jurmala-train-babite,via-jurmala-outlet-village,train,Train to Babīte + bus 4,Train to Babīte plus local bus; timetable varies,Check official rail and bus fares,"Official Via Jurmala directions list train Rīga - Babīte and Tukums/Jūrmala - Babīte, then Bus No. 4 from Babīte Station to the outlet; check official train and bus schedules before travel.",active,4
via-jurmala-taxi,via-jurmala-outlet-village,taxi,Smile Taxi,Road timing varies,Confirm fare with provider,"The official Via Jurmala contacts page lists Smile Taxi as a taxi option; confirm fare, pickup point and availability before travel.",active,5
via-jurmala-airport,via-jurmala-outlet-village,airport,Riga Airport road access,≈10 min by car/taxi from Riga Airport,"Check official airport taxi, bus or transfer fare",LiveRiga and the outlet's location information place Via Jurmala close to Riga Airport; use official airport ground transport or taxi and confirm the fare before travel.,active,6
outlet-park-vilnius-car,outlet-park-vilnius,car,Car to Ogmios City / Verkių g.,≈10-20 min from central Vilnius depending on traffic,"Fuel, parking and provider costs vary",Outlet Park's official site places the centre in Ogmios City at Verkių g. 29; use official maps and check traffic before travel.,active,1
outlet-park-vilnius-parking,outlet-park-vilnius,car,Ogmios City / Outlet Park parking,On site,Check official centre parking signs,Use the official centre address and on-site parking signs; do not assume free or unlimited parking without checking current rules at arrival.,active,2
outlet-park-vilnius-bus,outlet-park-vilnius,bus,Vilnius public transport to Ogmios City,Check official JUDU/Trafi timetable,Check official JUDU fare,Use official Vilnius public transport planning through JUDU/Trafi for stops around Verkių g. and Ogmios City; verify the current route and fare before travel.,active,3
outlet-park-vilnius-airport,outlet-park-vilnius,airport,Vilnius Airport via city bus or taxi,Airport-to-city public transport or taxi timing varies,"Check official airport transport, JUDU or taxi fare","Use official Vilnius Airport ground transport to reach the city, then continue by JUDU/Trafi public transport or taxi to Outlet Park; no dedicated airport-to-outlet shuttle was verified.",active,4
kildare-village-car-parking,kildare-village,car,Car via M7 + free parking,≈40–55 min from Dublin by car (estimated),Free parking; fuel and tolls vary,Official Kildare Village information lists the Village in Kildare town with visitor parking; route via the M7 and confirm live traffic before departure.,active,1
kildare-village-train,kildare-village,train,Irish Rail to Kildare town,35 min from Dublin Heuston to Kildare town,Check Irish Rail fare,The official Kildare Village train page says Kildare town is 35 minutes from Dublin Heuston with services about every half hour; book or verify tickets with Irish Rail.,active,2
kildare-village-station-shuttle,kildare-village,shuttle,Complimentary shuttle from Kildare Train Station,≈5–10 min from Kildare Train Station (estimated),Free when operating,The official shuttle page lists a complimentary shuttle between Kildare Train Station and the Village on announced dates; check the page before travelling because current dates may be seasonal.,active,3
kildare-village-dublin-coach,kildare-village,bus,Dublin Coach M7 / Portarlington Connector,≈55–75 min from Dublin city (estimated),Check Dublin Coach fare,"Dublin Coach officially states its M7 service and Portarlington Connector stop at Kildare Village; confirm current stops, timetable and fare before travelling.",active,4
kildare-village-dublin-airport,kildare-village,airport,Dublin Airport by car or rail connection,≈50–70 min by car from Dublin Airport (estimated),"Confirm taxi, transfer, rail or coach fare","Use official Dublin Airport onward transport options into Dublin, then Irish Rail from Heuston or Dublin Coach; direct car timing varies with M50/M7 traffic.",active,5
designer-outlet-athens-car-parking,designer-outlet-athens,car,Car via Attiki Odos,30 min from Athens downtown; 15 min from Athens International Airport,Parking available; fuel and tolls vary,"Official centre information places Designer Outlet Athens in Spata, next to Attica Zoological Park, with Attiki Odos exits 18 and 16R for car access.",active,1
designer-outlet-athens-metro-bus,designer-outlet-athens,bus,Metro to Doukissis Plakentias + bus 319,≈45–65 min from central Athens (estimated),Check official OASA fare,The official centre page says the nearest station is Doukissis Plakentias and lists bus 319 from the metro station to Spata and Designer Outlet Athens; verify the same-day OASA timetable.,active,2
designer-outlet-athens-airport,designer-outlet-athens,airport,Athens International Airport access,15 min from Athens International Airport by car,Confirm taxi or transfer fare,"Official outlet information lists the centre 15 minutes from Athens International Airport; the airport publishes official taxi, bus and metro onward transport options for connections.",active,3
designer-outlet-athens-train-bus,designer-outlet-athens,train,Suburban rail or metro to Doukissis Plakentias + bus,≈35–55 min from Athens Airport or city interchange (estimated),Check official rail/metro and OASA fares,"Use official Athens rail/metro services to Doukissis Plakentias, then continue by official bus 319 as listed by Designer Outlet Athens.",active,4
metzingen-car-parking,outletcity-metzingen,car,Car + Outletcity parking,30 min from Stuttgart,Free parking at P4/P4.1; paid garage rates not published,"Official getting-there information places Outletcity about 30 minutes from Stuttgart and lists garages P0-P3, free spaces P4/P4.1, and EV charging points.",active,1
metzingen-shopping-shuttle,outletcity-metzingen,shuttle,Shopping Shuttle from Stuttgart,Check official timetable,Advance round trip €10; on bus round trip €12 / one-way €8.50,Official Shopping Shuttle runs several times a week from Stuttgart city centre and Stuttgart Airport area; book online and confirm current times.,active,2
metzingen-train,outletcity-metzingen,train,Train to Metzingen (Württ),≈35–50 min from Stuttgart Hbf (estimated),≈€8–15 (estimated),Official getting-there information lists Metzingen (Württ) station for train access; use official rail or local transport providers for current departures.,active,3
metzingen-bus,outletcity-metzingen,bus,Bus and regional transport,eXpresso hourly; other buses check official timetable,≈€8–15 (estimated); Swiss shuttle fare check provider,"Official options include bwegt regional transport, the hourly eXpresso bus, Eurobus Shuttle Swiss, and bus parking for tour groups.",active,4
metzingen-airport,outletcity-metzingen,airport,Stuttgart Airport via eXpresso bus or shuttle,≈20-30 min by road from Stuttgart Airport; eXpresso bus check official timetable,Check official eXpresso/Shopping Shuttle fare or airport taxi fare,Official Outletcity access includes the Stuttgart Airport area and eXpresso regional bus connections; verify current airport-area stop and timetable before travel.,active,5
ingolstadt-car-parking,ingolstadt-village,car,Car + complimentary parking,45 min from Munich,Complimentary parking; check EV charging fees,The Village is directly on the A9 motorway and officially lists complimentary parking and EV charging points.,active,1
ingolstadt-shopping-express,ingolstadt-village,bus,Shopping Express from Munich,Check official timetable,Check official booking page,"Official Shopping Express runs from Munich to Ingolstadt Village and back Monday to Saturday, with departures from Karlsplatz and BMW Welt; book ahead and confirm current departures.",active,2
ingolstadt-train-bus,ingolstadt-village,train,Train + local bus,≈20–35 min from Ingolstadt Hbf (estimated); hourly buses,≈€3–5 (estimated),"Official directions route Central Station via bus 10 or 11 to Brückenkopf, then bus 20 to the Village; from Ingolstadt Nordbahnhof use bus 20 direct. Official bus timetables should be checked before travel.",active,3
ingolstadt-private-transfer,ingolstadt-village,taxi,Chauffeur service / private transfer,Confirm with provider,Confirm with provider,The official getting-here page lists a Chauffeur Service for private transfer arrivals; retain provider confirmation because pricing and pickup details depend on the requested transfer.,active,4
ingolstadt-airport,ingolstadt-village,airport,Munich Airport by car or rail/bus,≈45-60 min by car from Munich Airport; rail/bus via Munich or Ingolstadt check official timetable,Confirm MVV/DB fare or airport taxi/transfer fare,"Use official Munich Airport ground transport, then DB/local bus connections to Ingolstadt Village or an airport road transfer; no dedicated airport shuttle is published.",active,5
wertheim-car-parking,wertheim-village,car,Car + complimentary parking,Just under 1 hour from Frankfurt,Complimentary parking; check EV charging fees,"Official Village information lists train, bus, and car access plus more than 2,500 complimentary parking spaces and EV chargers.",active,1
wertheim-shopping-express,wertheim-village,bus,Shopping Express from Frankfurt,Check official timetable,Check official booking page,Official Shopping Express runs from Frankfurt to Wertheim Village and back Monday to Saturday; book ahead and confirm current departures.,active,2
wertheim-train-bus,wertheim-village,train,Train / bus connections,≈35–50 min from Würzburg Hbf by regional rail/bus (estimated),≈€8–15 (estimated),Official Village materials describe train and bus access from Frankfurt and Würzburg; confirm current public-transport connections with the operator.,active,3
wertheim-private-transfer,wertheim-village,taxi,Private transfer / group shuttle on request,Confirm with provider,Confirm with provider,Official partner information lists private transfers on request and a shuttle bus service for groups on request.,active,4
wertheim-airport,wertheim-village,airport,Frankfurt Airport by car or Frankfurt coach connection,≈55-75 min by car from Frankfurt Airport; airport rail to Frankfurt + Shopping Express check official timetable,"Confirm airport rail, Shopping Express, taxi or transfer fare","Use official Frankfurt Airport ground transport to Frankfurt city for the official Shopping Express, or arrange a road transfer; no dedicated airport-to-village shuttle is published.",active,5
berlin-car-parking,designer-outlet-berlin,car,Car + free parking,30 min from downtown Berlin; 25 min from Potsdam,Free parking; check EV charging terms,"Official directions place the outlet directly on the B5 motorway and list 3,000 free parking spaces, disabled parking spaces, and 10 EV charging stations.",active,1
berlin-free-shuttle,designer-outlet-berlin,shuttle,Free shuttle bus from Berlin,30 min non-stop; check official timetable,Free; reserve seat if required,"Official shuttle information lists service from Kurfürstendamm 225 / Hard Rock Café on Fridays, Saturdays, and events; confirm current departures before travel.",active,2
berlin-public-transport,designer-outlet-berlin,bus,Public transport / A05 Express Bus,≈45–60 min from central Berlin (estimated),≈€4–8 (estimated),Official directions confirm public-transport access; use the official rail/VBB provider for current Berlin-Elstal/Wustermark connections and fares before travel.,active,3
berlin-train,designer-outlet-berlin,train,Regional train to Elstal + local bus,"≈25 min by regional train from Berlin Hbf to Elstal, then local bus/short transfer (estimated)",Check official VBB/DB fare,Designer Outlet Berlin officially lists public transport access; use VBB or DB for regional trains toward Elstal/Wustermark and the official local connection to the centre.,active,4
berlin-airport,designer-outlet-berlin,airport,Berlin Brandenburg Airport via Berlin public transport or car,≈45-70 min by car; rail/bus via Berlin-Elstal/Wustermark check official timetable,Confirm VBB/DB fare or airport taxi/transfer fare,Use official BER ground transport and VBB/DB connections via Berlin toward Elstal/Wustermark before the outlet connection; no dedicated airport-to-outlet shuttle is published.,active,5
neumunster-car-parking,designer-outlet-neumunster,car,Car + centre parking,30 min from Hamburg north or Kiel,Parking €5 per day; first hour free; Premium Parking €10,"Official centre information lists 3,000 parking spaces, disabled parking on P1, Premium Parking, and paid EV charging on P1.",active,1
neumunster-public-transport,designer-outlet-neumunster,bus,Public transport to Oderstraße,≈55–75 min from Hamburg Hbf by train + local connection (estimated),≈€8–15 (estimated),The official visit page lists public transport as an arrival option; confirm current Neumünster train and local bus/taxi connections with the transport provider.,active,2
neumunster-group-ferry,designer-outlet-neumunster,bus,Ferry and group bookings,Confirm with provider,Confirm with provider,Official visit information includes ferry and group-booking arrival sections; retain provider confirmation because group/ferry routing and prices vary by origin and operator.,active,3
neumunster-train,designer-outlet-neumunster,train,Train to Neumünster + local connection,"≈45–60 min train from Hamburg Hbf to Neumünster, then local bus/taxi (estimated)",Check official NAH.SH/HVV/DB fare,"Official centre information lists public transport as an arrival option. Use official rail to Neumünster station, then confirm the current local bus or taxi connection to Oderstraße before travel.",active,4
neumunster-airport,designer-outlet-neumunster,airport,Hamburg Airport via train or car,≈45-60 min by car; S-Bahn/train via Hamburg Hbf and Neumünster check official timetable,Confirm HVV/DB fare or airport taxi/transfer fare,"Use official Hamburg Airport ground transport to Hamburg Hbf, then rail to Neumünster with local onward transport; no dedicated airport shuttle is published.",active,5
wolfsburg-car-parking,designer-outlets-wolfsburg,car,Car + paid outlet parking,≈60–75 min from Hannover by car (estimated),First 20 min free; 20-120 min €1; 2-4 hours €0.50/hour; from 5th hour €1.50/hour; from 8th hour €5/hour,"Official parking information lists about 1,000 paid spaces, family and accessible spaces, motorcycle parking, and a 1.90 m height limit for tunnel and garage access.",active,1
wolfsburg-train,designer-outlets-wolfsburg,train,Train to Wolfsburg Hauptbahnhof,2 min walk from station,Check provider fare,Official directions state Wolfsburg Hauptbahnhof is only a two-minute walk from Designer Outlets Wolfsburg.,active,2
wolfsburg-bus,designer-outlets-wolfsburg,bus,Bus to Wolfsburg central bus station,A few metres from Wolfsburg ZOB,≈€2–4 (estimated),"Official directions say all local public transport bus lines serve Wolfsburg ZOB, a few metres from the centre toward Porschestraße.",active,3
wolfsburg-airport,designer-outlets-wolfsburg,airport,Hannover Airport via rail or car,≈60-80 min by car; S-Bahn/ICE via Hannover Hbf to Wolfsburg check official timetable,Confirm GVH/DB fare or airport taxi/transfer fare,"Use official Hannover Airport rail access to Hannover Hbf, then DB services to Wolfsburg Hauptbahnhof; the outlet is a short walk from the station.",active,4
bad-munstereifel-car-parking,city-outlet-bad-munstereifel,car,Car + town parking,≈50–70 min from Cologne by car (estimated),"Free spaces in Im Goldenen Tal; paid spaces in Trierer Straße, Kölner Straße, and under Schleidtalstraße","Official directions say to use A1 exit 112 Bad Münstereifel/Mechernich and follow parking guidance; official services list about 2,200 spaces in town.",active,1
bad-munstereifel-train,city-outlet-bad-munstereifel,train,Train to Bad Münstereifel,≈80–100 min from Cologne Hbf (estimated); station about 150 m from pedestrian zone,VRS/NRW/Germany Ticket accepted where valid; otherwise ≈€8–15 (estimated),"Official directions list direct S23/RB23 Voreifelbahn connections via Euskirchen to Bad Münstereifel, with the station close to the outlet area.",active,2
bad-munstereifel-bus-groups,city-outlet-bad-munstereifel,bus,Coach groups and bus parking,Confirm with outlet,Free bus parking; confirm group details with outlet,Official services list free bus parking on Schießbachstraße at the L234 and a free group package for groups of 12 or more by registration.,active,3
bad-munstereifel-airport,city-outlet-bad-munstereifel,airport,Cologne Bonn Airport via rail or car,≈55-75 min by car; rail via Cologne/Euskirchen check official timetable,"Confirm airport rail, taxi or rental-car fare",Use official Cologne Bonn Airport ground transport and DB/VRS rail connections via Cologne and Euskirchen to Bad Münstereifel; no dedicated airport shuttle is published.,active,4
montabaur-car-parking,montabaur-the-style-outlets,car,Car via A3,≈35–50 min from Koblenz or Limburg by car (estimated),Free parking; check EV charging fees,Official outlet information lists the centre at Am Fashion Outlet 72 and shows free parking spaces and charging-station services; use A3/Montabaur routing for car access.,active,1
montabaur-train,montabaur-the-style-outlets,train,ICE train to Montabaur,Short walk from ICE station,Check provider fare,Official outlet information places the centre next to Montabaur ICE train station.,active,2
montabaur-bus,montabaur-the-style-outlets,bus,RMV bus connections,≈35–50 min from Koblenz or Limburg by regional bus (estimated),≈€8–15 (estimated),Official outlet information places the centre beside Montabaur transport links; confirm current regional bus connections and fares with the transport provider.,active,3
montabaur-airport,montabaur-the-style-outlets,airport,Frankfurt Airport ICE access,≈30-45 min by ICE to Montabaur + short walk; ≈55-75 min by car (estimated),Check official DB fare or airport taxi/transfer fare,"Frankfurt Airport has an official long-distance rail station; use DB ICE services to Montabaur station next to the outlet, or official airport road transport.",active,4
zweibrucken-car-parking,zweibrucken-fashion-outlet,car,Car + outlet parking,≈35–50 min from Saarbrücken by car (estimated),Parking available; confirm EV charging fees,Official centre information lists Londoner Bogen 10-90 with parking and charging-station amenities; operator information places the outlet directly at A8 exit 34.,active,1
zweibrucken-bus,zweibrucken-fashion-outlet,bus,Bus from Zweibrücken,Hourly Monday-Saturday; ≈10–15 min from Zweibrücken city/Hbf (estimated),≈€3–5 (estimated),Official operator information notes a bus connection with the city of Zweibrücken every hour from Monday to Saturday; confirm same-day schedules with the local provider.,active,2
zweibrucken-train-bus,zweibrucken-fashion-outlet,train,Train to Zweibrücken + bus,≈35–50 min from Saarbrücken Hbf via Zweibrücken + bus (estimated),≈€8–15 (estimated),"Use official rail and local bus planners for connections via Zweibrücken, then continue by the official hourly city bus connection to the outlet.",active,3
