outletId,name,slug,aliases,countryId,cityId,address,latitude,longitude,openingHours,heroImage,galleryImages,storesCountText,rating,reviewCount,services,taxFreeAvailable,websiteUrl,centerMapUrl,googleMapsUrl,appleMapsUrl,yandexMapsUrl,status,cityCenterDistanceKm,cityCenterInfo,airports,distanceBasis,metadataVerifiedAt,airportDistanceKm,taxFreeOfficeInfo,outletName,restaurants,parking,nearby,officialWebsite,vatRate,minimumTaxFreeSpend,phone,email,estimatedRefundRate,taxFreeOperator,airportInfoText,cityCenterInfoText
gloucester-quays,Gloucester Quays,gloucester-quays,,united-kingdom,gloucester,"St Ann Way, Gloucester GL1 5SH, United Kingdom",51.8591,-2.2529,Mon-Fri 10:00 - 20:00; Sat 10:00 - 19:00; Sun 10:00 - 17:00,,[],50 stores,4.5,0,"[""Parking"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Gift Cards""]",false,https://gloucesterquays.co.uk/,,https://maps.google.com/?q=Gloucester+Quays,http://maps.apple.com/?q=Gloucester+Quays,https://yandex.com/maps/?text=Gloucester%20Quays,active,1,"{""name"":""Gloucester City Centre"",""distanceKm"":1,""recommendedRoute"":""10-minute walk from Gloucester City Centre per official getting-here guidance""}","[{""code"":""BHX"",""name"":""Birmingham Airport"",""distanceKm"":80}]",,,80,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""Bubble CiTea"",""Costa Coffee"",""Anatolian Palace"",""Subway"",""Bill’s"",""Pret"",""Bakers + Barista"",""Muse Brasserie"",""Pizza Express"",""Zizzi"",""Portivo Lounge"",""Brewhouse & Kitchen"",""Wagamama"",""Coal Kitchen"",""Banchina"",""Nando’s"",""Five Guys"",""Cornish Bakery""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
gunwharf-quays,Gunwharf Quays,gunwharf-quays,,united-kingdom,portsmouth,"Gunwharf Quays House, Portsmouth PO1 3TZ, United Kingdom",50.7952,-1.105,Mon-Fri 10:00 - 20:00; Sat 09:00 - 20:00; Sun 10:00 - 18:00,,[],90+ Stores,4.5,0,"[""Parking"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Gift Cards""]",false,https://gunwharf-quays.com/,,https://maps.google.com/?q=Gunwharf+Quays,http://maps.apple.com/?q=Gunwharf+Quays,https://yandex.com/maps/?text=Gunwharf%20Quays,active,1,"{""name"":""Portsmouth City Centre"",""distanceKm"":1,""recommendedRoute"":""Follow official Gunwharf Quays getting-here guidance""}","[{""code"":""SOU"",""name"":""Southampton Airport"",""distanceKm"":35}]",,,35,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""Carluccio’s"",""Frankie & Benny’s"",""Wagamama"",""Cosy Club"",""Giggling Squid"",""Nando's"",""PizzaExpress""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
icon-outlet-at-the-o2,Outlet Shopping at The O2,icon-outlet-at-the-o2,,united-kingdom,london,"Peninsula Square, London SE10 0DX, United Kingdom",51.5029,0.0032,"The O2 open daily 10:00 - 22:00; Outlet Shopping hours vary, check official listing",,[],Over 60 brands,4.5,0,"[""Parking"",""Welcome Desk"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Gift Cards"",""Outlet Shopping Parking Offer""]",false,https://www.theo2.co.uk/icon-outlet,,https://maps.google.com/?q=Outlet+Shopping+at+The+O2+SE10+0DX,http://maps.apple.com/?q=Outlet+Shopping+at+The+O2+SE10+0DX,https://yandex.com/maps/?text=Outlet%20Shopping%20at%20The%20O2%20SE10%200DX,active,10,"{""name"":""London City Centre"",""distanceKm"":10,""recommendedRoute"":""Follow official The O2 tube and rail guidance to North Greenwich""}","[{""code"":""LCY"",""name"":""London City Airport"",""distanceKm"":6}]",,,6,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""ASK Italian"",""Afrikana"",""All Bar One"",""Busaba"",""Cabana"",""Cafe Mint"",""Chipotle"",""Costa Coffee"",""Five Guys"",""Frankie & Benny’s"",""Gaucho"",""German Doner Kebab"",""Gordon Ramsay Street Burger"",""Haidilao Hot Pot"",""Haute Dolci"",""Jimmy’s World Grill & Bar"",""KFC"",""Kitchen Pizzeria"",""Las Iguanas"",""Maki & Ramen"",""Marugame Udon"",""Nando’s"",""PizzaExpress"",""Rodizio Rico"",""Scarlet Rasoi"",""Slim Chickens"",""Slug & Lettuce"",""Snowflake Luxury Gelato"",""Starbucks"",""TGI Fridays™"",""The Observatory"",""Thunderbird Fried Chicken"",""Wasabi"",""Wetherspoon"",""Zizzi""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
junction-32-outlet,Frasers Plus Designer Outlet Leeds,junction-32-outlet,"[""Junction 32 Outlet Shopping"",""Junction 32 Outlet"",""Designer Outlet Leeds""]",united-kingdom,leeds,"Tomahawk Trail, Glasshoughton, Castleford WF10 4FR, United Kingdom",53.7105,-1.3427,Mon-Fri 10:00 - 20:00; Sat 10:00 - 18:00; Sun 11:00 - 17:00,,[],80+ Stores,4.5,0,"[""Parking"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Gift Cards""]",false,https://junction32.com/,,https://maps.google.com/?q=Frasers+Plus+Designer+Outlet+Leeds+Tomahawk+Trail+Glasshoughton+Castleford+WF10+4FR,http://maps.apple.com/?q=Frasers+Plus+Designer+Outlet+Leeds+Tomahawk+Trail+Glasshoughton+Castleford+WF10+4FR,https://yandex.com/maps/?text=Frasers%20Plus%20Designer%20Outlet%20Leeds%20Tomahawk%20Trail%20Glasshoughton%20Castleford%20WF10%204FR,active,16,"{""name"":""Leeds City Centre"",""distanceKm"":16,""recommendedRoute"":""Follow official outlet directions to Tomahawk Trail, Glasshoughton, Castleford""}","[{""code"":""LBA"",""name"":""Leeds Bradford Airport"",""distanceKm"":35}]",,,35,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""200 Degrees Coffee"",""Bakers + Baristas"",""Cadbury Outlet"",""Chopstix"",""Costa"",""For the Love of Hot Dogs"",""Grape Tree"",""Greggs"",""Holland & Barrett"",""Krispy Kreme"",""Starbucks"",""Subway"",""The Nutella Donut Co"",""Tilly's Kitchen""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
lakeside-village,Lakeside Village Outlet Shopping,lakeside-village,,united-kingdom,doncaster,"White Rose Way, Doncaster DN4 5PH, United Kingdom",53.5031,-1.1284,Opening times vary per store; check official store pages,,[],Over 45 stores,4.5,0,"[""Free Parking"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Facilities"",""Coaches"",""Dog Friendly"",""Play Areas""]",false,https://lakeside-village.co.uk/,,https://maps.google.com/?q=Lakeside+Village+White+Rose+Way+Doncaster+DN4+5PH,http://maps.apple.com/?q=Lakeside+Village+White+Rose+Way+Doncaster+DN4+5PH,https://yandex.com/maps/?text=Lakeside%20Village%20White%20Rose%20Way%20Doncaster%20DN4%205PH,active,3,"{""name"":""Doncaster City Centre"",""distanceKm"":3,""recommendedRoute"":""Follow official directions to White Rose Way, just off Junction 3 of the M18""}","[{""code"":""LBA"",""name"":""Leeds Bradford Airport"",""distanceKm"":75}]",,,75,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""Costa Coffee"",""Costa Drive Thru"",""Etto"",""Greggs"",""Jamaica Blue"",""KFC"",""McDonald’s"",""Pizza Hut""]",Official outlet services list free parking for visitors.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
livingston-designer-outlet,Livingston Designer Outlet,livingston-designer-outlet,"[""Livingston Outlet"",""Livingston Designer Outlet Scotland"",""McArthurGlen Livingston Designer Outlet""]",united-kingdom,livingston,"Almondvale Avenue, Livingston, West Lothian EH54 6QX, United Kingdom",55.8837,-3.5164,Mon-Wed 09:00 - 18:00; Thu 09:00 - 20:00; Fri-Sat 09:00 - 18:00; Sun 10:00 - 18:00,,[],"Over 80 shops, restaurants and cafés",0,0,"[""Parking"",""Guest Services"",""Restaurants & Cafes"",""Outlet Map"",""Accessibility"",""Gift Cards"",""Hands-free Shopping"",""EV Charging"",""Coach Parking""]",false,https://livingstondesigneroutlet.com/,,https://maps.google.com/?q=Livingston+Designer+Outlet+EH54+6QX,http://maps.apple.com/?q=Livingston+Designer+Outlet+EH54+6QX,https://yandex.com/maps/?text=Livingston%20Designer%20Outlet%20EH54%206QX,active,1,"{""name"":""Livingston Town Centre"",""distanceKm"":1,""recommendedRoute"":""Follow official outlet getting-here guidance to Almondvale Avenue""}","[{""code"":""EDI"",""name"":""Edinburgh Airport"",""distanceKm"":20}]",,,20,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""Bakers and Baristas"",""Cafebar 1962"",""Caffe Nero"",""Chopstix Noodle Bar"",""Costa Coffee"",""Hamilton and Brown"",""Hot Flame"",""Kastriot’s Gyros 2 Go"",""McDonald’s"",""Millie’s Cookies"",""Pizza Express"",""Pizza Hut"",""Starbucks"",""Subway"",""Tikka Nation"",""Wetherspoon""]","Official outlet parking page lists 1,775 spaces across two car parks, including disabled, parent-and-child and EV charging bays.",[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
london-designer-outlet,London Designer Outlet,london-designer-outlet,,united-kingdom,london,"Wembley Park Boulevard, Wembley Park, London HA9 0FD, United Kingdom",51.558,-0.2836,Opening times vary per store/café/restaurant; Sunday larger-store hours split 11:00 - 17:00 or 12:00 - 18:00,,[],Over 80 stores,4.5,0,"[""Parking"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Gift Cards"",""Dog Friendly"",""Cinema"",""M&S Currency Exchange""]",false,https://www.londondesigneroutlet.com/,,https://maps.google.com/?q=London+Designer+Outlet+Wembley+Park+Boulevard+HA9+0FD,http://maps.apple.com/?q=London+Designer+Outlet+Wembley+Park+Boulevard+HA9+0FD,https://yandex.com/maps/?text=London%20Designer%20Outlet%20Wembley%20Park%20Boulevard%20HA9%200FD,active,10,"{""name"":""London City Centre"",""distanceKm"":10,""recommendedRoute"":""Train from London Marylebone to Wembley Stadium""}","[{""code"":""LHR"",""name"":""London Heathrow Airport"",""distanceKm"":20}]",,,20,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""Afrikana"",""Amorino"",""Beirut Wonders – Lebanese Street Food"",""Big Moe’s"",""Chaboba Bubble Tea"",""Churros Buenos"",""Costa Coffee"",""DumDum Donutterie"",""Frankie & Benny’s"",""JRC Global Buffet"",""Las Iguanas"",""Nando’s"",""Opa! Greek Bakery & Patisserie"",""PizzaExpress"",""Pret A Manger"",""Tandoori Fusion"",""Wagamama"",""Wenzel’s the Bakers"",""Mowchi""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
springfields-outlet,Springfields Designer Outlet & Leisure,springfields-outlet,,united-kingdom,spalding,"Camelgate, Spalding, Lincolnshire PE12 6EU, United Kingdom",52.791,-0.1511,Mon-Wed 09:30 - 18:00; Thu 09:30 - 20:00; Fri 09:30 - 18:00; Sat 09:00 - 18:00; Sun 10:30 - 17:00,,[],Over 55 outlet stores,4.5,0,"[""Parking"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Gift Cards"",""EV Charging"",""Festival Gardens""]",false,https://springfieldsoutlet.co.uk/,,https://maps.google.com/?q=Springfields+Designer+Outlet+%26+Leisure+PE12+6EU,http://maps.apple.com/?q=Springfields+Designer+Outlet+%26+Leisure+PE12+6EU,https://yandex.com/maps/?text=Springfields%20Designer%20Outlet%20%26%20Leisure%20PE12%206EU,active,2,"{""name"":""Spalding Town Centre"",""distanceKm"":2,""recommendedRoute"":""Follow official directions to Camelgate via the A16""}","[{""code"":""EMA"",""name"":""East Midlands Airport"",""distanceKm"":100}]",,,100,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""The Parlour Restaurant"",""The Noshery Co. Cafe & Restaurant"",""Petalo Lounge"",""Springy’s American Diner"",""Caffè Nero"",""Costa Coffee"",""Subway"",""Cadbury Outlet"",""The Sweet Emporium""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
swindon-designer-outlet,Swindon Designer Outlet,swindon-designer-outlet,,united-kingdom,swindon,"Kemble Drive, Swindon SN2 2DY, United Kingdom",51.5656,-1.7984,Mon-Sat 10:00 - 20:00; Sun 10:00 - 18:00,,[],Over 90 brands,4.5,0,"[""Transport & Parking"",""Shopping & Visitor Services"",""Accessibility"",""Family Services"",""Guest Services"",""Restaurants & Cafes"",""Gift Cards""]",false,https://designeroutletswindon.com/,,https://maps.google.com/?q=Swindon+Designer+Outlet+Kemble+Drive+SN2+2DY,http://maps.apple.com/?q=Swindon+Designer+Outlet+Kemble+Drive+SN2+2DY,https://yandex.com/maps/?text=Swindon%20Designer%20Outlet%20Kemble%20Drive%20SN2%202DY,active,1.5,"{""name"":""Swindon Town Centre"",""distanceKm"":1.5,""recommendedRoute"":""15 minute walk from Swindon Town Centre per official outlet guidance""}","[{""code"":""BRS"",""name"":""Bristol Airport"",""distanceKm"":75}]",,,75,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""Auntie Anne’s"",""Bubbleology"",""Costa Coffee"",""Don Churro"",""El Mexicana"",""Five Guys"",""Greggs"",""KFC"",""Kouzina Greek"",""Krispy Kreme Doughnuts"",""Pizza Express"",""Slim Chickens"",""SOHO Coffee"",""Starbucks"",""Subway"",""Wagamama""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
the-boulevard-banbridge,The Boulevard Banbridge,the-boulevard-banbridge,,united-kingdom,banbridge,"The Boulevard, Outlet Park, Banbridge BT32 4LF, United Kingdom",54.3449,-6.2842,Mon-Wed 10:00 - 18:00; Thu-Fri 10:00 - 21:00; Sat 09:00 - 18:00; Sun 13:00 - 18:00,,[],60+ stores,4.5,0,"[""Free Parking"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Gift Cards"",""EV Charging"",""Tax Free Shopping""]",true,https://the-boulevard.co.uk/,,https://maps.google.com/?q=The+Boulevard+Banbridge,http://maps.apple.com/?q=The+Boulevard+Banbridge,https://yandex.com/maps/?text=The%20Boulevard%20Banbridge,active,2,"{""name"":""Banbridge Town Centre"",""distanceKm"":2,""recommendedRoute"":""Follow official directions via the main A1 Belfast to Dublin road""}","[{""code"":""BFS"",""name"":""Belfast International Airport"",""distanceKm"":50}]",,,50,The Boulevard states non-EU citizens can request a tax refund receipt at participating stores when exporting goods. Check participating stores before purchase.,,"[""Baker’s & Barista’s"",""McDonald's"",""Salt Kitchen"",""Starbucks"",""Burger King"",""Costa Coffee""]",Official outlet services list free parking for visitors.,[],,20,Check participating stores,,,0,Participating stores at The Boulevard,,
the-galleria-outlet,The Galleria Outlet Shopping Centre,the-galleria-outlet,,united-kingdom,hatfield,"The Galleria Outlet Shopping Centre, Comet Way, Hatfield, Hertfordshire AL10 0XR, United Kingdom",51.763,-0.2417,Mon-Fri 10:00 - 20:00; Sat 10:00 - 18:00; Sun 11:00 - 17:00,,[],"Stores, restaurants and leisure venues under one roof",4.5,0,"[""Parking"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Wi-Fi"",""Baby Changing"",""Amazon Lockers"",""Post Office""]",false,https://thegalleria.co.uk/,,https://maps.google.com/?q=The+Galleria+Outlet+Shopping+Centre+AL10+0XR,http://maps.apple.com/?q=The+Galleria+Outlet+Shopping+Centre+AL10+0XR,https://yandex.com/maps/?text=The%20Galleria%20Outlet%20Shopping%20Centre%20AL10%200XR,active,1.5,"{""name"":""Hatfield Town Centre"",""distanceKm"":1.5,""recommendedRoute"":""Use A1(M) junction 3 or 4 and follow the A1001; use AL10 9TF for satnav parking access""}","[{""code"":""LTN"",""name"":""London Luton Airport"",""distanceKm"":20}]",,,20,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""Bite & Feast"",""Burger King"",""Caffè Nero"",""Prezzo"",""Sumac & Saffron"",""The Real China"",""Costa Coffee"",""Nando's"",""PizzaExpress"",""Wagamama""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
west-midlands-designer-outlet,West Midlands Designer Outlet,west-midlands-designer-outlet,,united-kingdom,birmingham,"Eastern Way, Cannock WS11 7JZ, United Kingdom",52.6819,-2.015,Mon-Fri 10:00 - 20:00; Sat 09:00 - 20:00; Sun 10:00 - 18:00,,[],Over 65 iconic brands,4.5,0,"[""Parking"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Gift Cards"",""Changing Places"",""SignLive""]",false,https://www.mcarthurglen.com/en/outlets/uk/designer-outlet-west-midlands/,,https://maps.google.com/?q=West+Midlands+Designer+Outlet+Eastern+Way+Cannock+WS11+7JZ,http://maps.apple.com/?q=West+Midlands+Designer+Outlet+Eastern+Way+Cannock+WS11+7JZ,https://yandex.com/maps/?text=West%20Midlands%20Designer%20Outlet%20Eastern%20Way%20Cannock%20WS11%207JZ,active,30,"{""name"":""Birmingham City Centre"",""distanceKm"":30,""recommendedRoute"":""30 minute drive from Birmingham City Centre per official outlet guidance""}","[{""code"":""BHX"",""name"":""Birmingham Airport"",""distanceKm"":45}]",,,45,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""200 Degrees Coffee"",""Doughnotts"",""Five Guys"",""Kouzina Greek"",""Love Churros"",""Meli Café & Patisserie"",""Phata Phat"",""Pizza Express"",""Slim Chickens"",""Starbucks"",""Wagamama""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
york-designer-outlet,York Designer Outlet,york-designer-outlet,,united-kingdom,york,"St Nicholas Avenue, Fulford, York YO19 4TA, United Kingdom",53.9227,-1.0786,Mon-Fri 09:30 - 20:00; Sat 09:00 - 20:00; Sun 10:00 - 18:00,,[],100+ stores,4.5,0,"[""Parking"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Accessibility"",""Gift Cards""]",false,https://www.mcarthurglen.com/en/outlets/uk/designer-outlet-york/,,https://maps.google.com/?q=York+Designer+Outlet,http://maps.apple.com/?q=York+Designer+Outlet,https://yandex.com/maps/?text=York%20Designer%20Outlet,active,6,"{""name"":""York City Centre"",""distanceKm"":6,""recommendedRoute"":""Approximately 15 minutes from York per official McArthurGlen plan-your-visit guidance""}","[{""code"":""LBA"",""name"":""Leeds Bradford Airport"",""distanceKm"":50}]",,,50,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""200 Degrees Coffee"",""Bagel Factory"",""Brew'd"",""Caffe Nero"",""Caffe Valeria"",""Chopstix"",""Five Guys"",""Krispy Kreme"",""McDonald's"",""Pizza Express"",""Pret A Manger"",""Shakamaka"",""Slim Chickens"",""Starbucks"",""The Fisherman's Wife"",""Wagamama"",""YO!""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
braintree-village,Braintree Village,braintree-village,"[""Braintree Outlet"",""Braintree Freeport"",""Braintree Village Outlet Shopping""]",united-kingdom,braintree,"Braintree Village, Charter Way, Chapel Hill, Braintree, Essex CM77 8YH, United Kingdom",51.8692,0.5702,Core opening hours vary by date; usual larger-store Sunday hours are 11:00 - 17:00,,[],Official current shop directory available,0,0,"[""Free Parking"",""Guest Services"",""Centre Map"",""Access and Mobility"",""PLUS+ Membership"",""Dog Friendly"",""Personal Styling""]",false,https://www.braintree-village.com/en/,,https://www.google.com/maps/search/?api=1&query=Braintree%20Village%2C%20Chapel%20Hill%2C%20Braintree%20CM77%208YH,http://maps.apple.com/?q=Braintree%20Village&address=Chapel%20Hill%2C%20Braintree%20CM77%208YH,https://yandex.com/maps/?text=Braintree%20Village%2C%20Chapel%20Hill%2C%20Braintree%20CM77%208YH,active,3,"{""name"":""Braintree Town Centre"",""distanceKm"":3,""recommendedRoute"":""Use current official map directions to Charter Way / Chapel Hill.""}","[{""code"":""STN"",""name"":""London Stansted Airport"",""distanceKm"":25},{""code"":""LCY"",""name"":""London City Airport"",""distanceKm"":75}]",,,25,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""Bill's"",""Brick Lane Bagel Co"",""Churros"",""Cornish Bakery"",""Costa Coffee"",""Gelato è Ciambella"",""PizzaExpress"",""Pret A Manger"",""SMÄSHED"",""The Real Greek"",""Thick or Thin? Piadina"",""Top Dog"",""Wildwood""]","Official centre pages list free parking for up to 6 hours, two car parks, more than 1,660 spaces, accessible bays, family bays, and coach spaces.",[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
affinity-sterling-mills,Affinity Sterling Mills Outlet Shopping,affinity-sterling-mills,"[""Sterling Mills"",""Sterling Mills Outlet"",""Affinity Sterling Mills"",""Sterling Mills Outlet Shopping""]",united-kingdom,tillicoultry,"Devon Vale, Tillicoultry, Clackmannanshire FK13 6HQ, United Kingdom",56.1534,-3.7449,Selected major stores 09:00 - 18:00; all other retail outlets 10:00 - 18:00,,[],Official current store directory available,0,0,"[""Centre Map"",""Facilities and Parents"",""Gift Cards"",""Mills+"",""Wheelchair Accessibility"",""Coach Trips"",""Click & Collect""]",false,https://www.sterlingmills.com/,,https://www.google.com/maps/search/?api=1&query=Affinity%20Sterling%20Mills%20Outlet%20Shopping%2C%20Devon%20Vale%2C%20Tillicoultry%20FK13%206HQ,http://maps.apple.com/?q=Affinity%20Sterling%20Mills%20Outlet%20Shopping&address=Devon%20Vale%2C%20Tillicoultry%20FK13%206HQ,https://yandex.com/maps/?text=Affinity%20Sterling%20Mills%20Outlet%20Shopping%2C%20Devon%20Vale%2C%20Tillicoultry%20FK13%206HQ,active,1,"{""name"":""Tillicoultry Town Centre"",""distanceKm"":1,""recommendedRoute"":""Use current official map directions to Devon Vale, Tillicoultry.""}","[{""code"":""EDI"",""name"":""Edinburgh Airport"",""distanceKm"":45},{""code"":""GLA"",""name"":""Glasgow Airport"",""distanceKm"":65}]",,,45,Tourist VAT refunds for in-store purchases are generally not available in Great Britain. Check official UK rules and the outlet before planning any tax-free shopping.,,"[""Bakers + Baristas"",""Costa"",""Greggs""]",Official centre pages include visitor facilities and location information; confirm current parking details on the official website before visiting.,[],,20,Not available,,,0,UK VAT Retail Export Scheme withdrawn in Great Britain,,
las-rozas-village,Las Rozas Village,las-rozas-village,,spain,madrid,"Calle Juan Ramón Jiménez 3, 28232 Las Rozas, Madrid, Spain",40.5037,-3.8968,10:00 - 22:00,,[],Over 100 boutiques,4.6,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""Hands-free Shopping"",""Personal Shopping"",""EV Charging"",""Baby-changing Facilities""]",true,https://www.thebicestercollection.com/las-rozas-village/en,,"https://www.google.com/maps/search/?api=1&query=40.5037,-3.8968","http://maps.apple.com/?ll=40.5037,-3.8968&q=Las%20Rozas%20Village","https://yandex.com/maps/?ll=-3.8968,40.5037&z=16&text=Las%20Rozas%20Village",active,25,"{""name"":""Madrid City Centre"",""distanceKm"":25,""recommendedRoute"":""Bus, taxi or car""}","[{""code"":""MAD"",""name"":""Madrid-Barajas Airport"",""distanceKm"":30}]",,,30,"Eligible non-EU visitors can recover applicable VAT on purchases, up to 21%; ask Concierge for tax-free shopping assistance and complete EU customs validation when leaving the EU.",,"[""Cristina Oria"",""Joselito Kiosk"",""Joselito's Restaurant"",""Lindt"",""Mentidero Sal y Brasas"",""Mistura""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Las Rozas"",""distanceKm"":2},{""name"":""Madrid"",""distanceKm"":25}]",,21,0.01 EUR,,,12,Global Blue / Planet,,
designer-outlet-malaga,McArthurGlen Designer Outlet Málaga,designer-outlet-malaga,,spain,malaga,"Calle Alfonso Ponce de León 6, 29004 Málaga, Spain",36.6738,-4.4899,10:00 - 22:00,,[],More than 100 brands,4.5,0,"[""Parking"",""Tax Free"",""Guest Services"",""Restaurants & Cafes"",""Transport Info"",""Wi-Fi"",""Gift Cards"",""Accessibility"",""ATM"",""Kids Area"",""Personal Shopping""]",true,https://www.mcarthurglen.com/en/outlets/es/designer-outlet-malaga/,,"https://www.google.com/maps/search/?api=1&query=36.6738,-4.4899","http://maps.apple.com/?ll=36.6738,-4.4899&q=McArthurGlen%20Designer%20Outlet%20Malaga","https://yandex.com/maps/?ll=-4.4899,36.6738&z=16&text=McArthurGlen%20Designer%20Outlet%20Malaga",active,15,"{""name"":""Málaga City Centre"",""distanceKm"":15,""recommendedRoute"":""Train, bus or taxi""}","[{""code"":""AGP"",""name"":""Málaga-Costa del Sol Airport"",""distanceKm"":3}]",,,3,"Eligible non-EU visitors can request tax-free shopping information at Guest Services; Planet lists a refund location at McArthurGlen, Alfonso Ponce de León 6, with EU customs validation required when leaving the EU.",,"[""Ben & Jerry's"",""Five Guys"",""La Pecera"",""Sabor a España"",""Santo Cielo"",""Starbucks""]",Official outlet services list visitor parking; check the official outlet website for current parking details.,"[{""name"":""Málaga Airport"",""distanceKm"":3},{""name"":""Torremolinos"",""distanceKm"":6}]",,21,0.01 EUR,,,12,Planet / EU customs validation,,
